n,m,behaviourU,otherU,behaviourTime,otherTime
6,21,0.34220095195831945,-0.045029269697597046,0.33,42.98
6,22,0.3379936858894553,-0.05798086097770328,0.4,67.59
6,23,0.3325219433044964,-0.019424548618786765,0.42,110.36
6,24,0.33495614814310953,0.3401190815662434,0.58,241.5
6,25,0.3484942466612304,-0.040950961823864436,0.49,79.7
6,26,0.34575895292903236,-0.045052655354261076,0.62,98.26
6,27,0.3433404106598026,-0.03954851705972924,0.61,147.91
6,28,0.3426538085452357,-0.04242846348350808,0.71,204.83
6,29,0.3406929842996116,-0.017020113690945363,0.78,329.35
6,30,0.3385838670167416,0.34424562471852177,0.97,752.24
6,31,0.35117898742682224,-0.04681904561648992,0.92,191.58
6,32,0.3464335330379874,-0.0410233057485389,1.0,240.74
6,33,0.34593791325135437,-0.04422183602547844,1.13,345.4
6,34,0.3437491986332231,-0.04080860237251474,1.14,523.89
6,35,0.34034867946709335,-0.025352429339451064,1.3,793.67
6,36,0.33618115896399237,0.34190671201473744,1.53,1738.23
6,37,0.3485665995999892,-0.0489777707529073,1.48,375.18
6,38,0.34819159876233163,-0.05010725868648755,1.64,532.14
6,39,0.3448354743110557,-0.0432767647993882,1.77,683.03
6,40,0.3423037043614563,-0.04399380539982187,1.98,989.51
6,41,0.34120554376702644,-0.02235936743504038,2.17,1598.01
6,42,0.3394269216757994,0.3452513318498984,2.31,3435.05
6,43,0.3516226625049945,-0.049687581706405505,2.27,734.67
6,44,0.3480931022402492,-0.037744063891212744,2.47,890.4
6,45,0.34587056844807135,-0.04360987998412745,2.7,1321.29
6,46,0.34373706948917926,-0.04020521661261296,2.81,1906.46
6,47,0.3450174573101053,-0.012940099987357581,2.95,3190.65
6,48,0.34241158289762474,0.34734281196439987,3.36,6229.73
6,49,0.351223370245849,-0.03887153796998616,3.34,1214.3
6,50,0.34541962387415104,-0.048183753587969204,3.51,1629.32
6,51,0.3484475062303175,-0.042487584499914216,3.97,2135.2
6,52,0.3434530123649487,-0.043320838658066435,3.99,3304.52
6,53,0.34347769320625793,-0.016854374830207765,4.42,5204.08
6,54,0.34333008033192636,0.3477322265361548,4.53,10579.16
6,55,0.34639359390882346,-0.04314089364750296,4.69,1892.4
6,56,0.3469187691334257,-0.04204621698121432,4.99,2673.81
6,57,0.3468528223574689,-0.0434596361942957,5.23,3636.34
6,58,0.34691944013813186,-0.03836802224355865,5.53,5769.8
6,59,0.3454277907003357,-0.01467103794286406,5.95,8666.02
6,60,0.34447435639909435,0.3484102252064186,6.41,17248.36
7,14,0.3308791421967255,0.3380715633840281,0.15,22.39
7,15,0.3644540040328777,-0.04038277508859608,0.13,10.44
7,16,0.3578793790474434,-0.053224543268478586,0.13,13.77
7,17,0.35423493243745746,-0.050074751875061524,0.24,20.36
7,18,0.35162428385885264,-0.03990576601497696,0.21,24.98
7,19,0.3520172264103536,-0.045758124839250514,0.22,40.81
7,20,0.34481581378806214,-0.02060981029918708,0.18,59.19
7,21,0.3434314823316904,0.34852193212127325,0.29,133.37
7,22,0.36419508802663664,-0.04683841914886913,0.32,42.82
7,23,0.36101529347596695,-0.03755826343160275,0.36,59.28
7,24,0.36079179210494766,-0.04833949269638512,0.45,76.18
7,25,0.35544447442400107,-0.05064868420919959,0.43,103.83
7,26,0.3531994047544656,-0.03942571747466253,0.49,148.93
7,27,0.35147453463294914,-0.02455846500163193,0.56,217.71
7,28,0.35113581310813413,0.35798360399585943,0.6,483.04
7,29,0.3626009248892897,-0.03751733196861702,0.57,143.4
7,30,0.36275179862913043,-0.04508561091248508,0.71,194.85
7,31,0.35940020938274064,-0.038380830894818016,0.77,217.94
7,32,0.35938743370848836,-0.04688897992225691,0.87,325.66
7,33,0.3542461695662062,-0.0391012050038846,0.97,439.23
7,34,0.3534926760972486,-0.024239467124502586,1.06,682.58
7,35,0.3495701936643006,0.35638377825673934,1.03,1484.99
7,36,0.3667318146536658,-0.04056658128739844,1.12,343.29
7,37,0.3632734154468809,-0.0393928073716051,1.27,445.8
7,38,0.36279294001346485,-0.040243201918550006,1.36,546.17
7,39,0.36265436841560683,-0.04461216056891281,1.56,764.75
7,40,0.35535222357423885,-0.04844835776789612,1.52,1129.55
7,41,0.35642147780758676,-0.023186650006906836,1.7,1618.27
7,42,0.35400980851054714,0.36223793259153525,1.85,3387.18
7,43,0.3651877346436343,-0.042237983790191266,1.84,754.77
7,44,0.36499781788482877,-0.03500527933640519,2.0,974.82
7,45,0.3611058972314072,-0.040996559907084326,2.26,1079.92
7,46,0.36125951889946334,-0.03900796871485545,2.44,1662.56
7,47,0.3593545473752415,-0.034082273510071925,2.49,2213.16
7,48,0.35770293685861637,-0.01446240179705326,2.68,3252.27
7,49,0.3568813659496136,0.3631527379571984,2.86,6867.1
7,50,0.36568117999681604,-0.03833080154575261,2.78,1325.89
7,51,0.36468148837364117,-0.044990843268126995,3.19,1543.99
7,52,0.36422148688862394,-0.03558305461283275,3.21,2125.69
7,53,0.3605972158473466,-0.047318283874800075,3.39,2949.72
7,54,0.3589937526175318,-0.0480657798156051,3.71,4110.41
7,55,0.3582642913340047,-0.007302539172852282,3.73,5723.32
7,56,0.36066728191360636,0.36659390341058473,4.1,12422.79
7,57,0.36365168466098646,-0.044055911406826104,4.11,2476.78
7,58,0.3642314194404693,-0.04107220782495435,4.36,3052.88
7,59,0.36506633085850027,-0.03938429419111837,4.78,3589.07
7,60,0.36534772826643724,-0.03754336854350242,5.0,5060.48
7,61,0.36055512359658537,-0.04197365115833463,5.21,6581.25
7,62,0.3620267706595501,-0.013711478009054019,5.63,9959.25
7,63,0.35883053904536505,0.3648822452922296,5.96,21128.75
7,64,0.3660006319661159,-0.03926168329281135,5.91,3596.84
7,65,0.36361449660429257,-0.03714328057008967,6.21,4889.1
7,66,0.3644649898840901,-0.03832677798880852,6.63,5650.8
7,67,0.36456981117030063,-0.04033617679537191,6.83,8514.82
7,68,0.3623238179809591,-0.03850164449460726,7.35,12095.24
7,69,0.3605054415753523,-0.006024503385623389,7.7,17047.4
7,70,0.3608347324721798,0.3673245547230301,8.05,34120.65
8,16,0.34261107494585824,0.3522484901177421,0.16,38.54
8,17,0.38123116618990266,-0.023251352270083268,0.15,15.92
8,18,0.3754598500878361,-0.047871575455472354,0.17,22.89
8,19,0.3715744039893742,-0.05661948275266121,0.25,28.31
8,20,0.3693437969920671,-0.04159603355352437,0.2,37.06
8,21,0.3647800101446891,-0.04356923762732991,0.33,47.47
8,22,0.3662645755934239,-0.03461119499625777,0.33,72.87
8,23,0.35867407956266023,-0.02093125543707188,0.38,106.65
8,24,0.35254519697100056,0.3629242512477232,0.41,235.37
8,25,0.3750760915915688,-0.049272283242411445,0.42,71.58
8,26,0.37359119656975404,-0.05053463066768424,0.39,86.21
8,27,0.3746953979999674,-0.05078728674716805,0.47,103.7
8,28,0.37162419796231083,-0.04206987387299999,0.48,153.48
8,29,0.37188666105198015,-0.03151987133035074,0.6,188.35
8,30,0.3692201541615048,-0.040723464676689775,0.59,259.25
8,31,0.3638117384219216,-0.02276013308601335,0.69,385.34
8,32,0.3574128720505674,0.3650623303952418,0.73,859.82
8,33,0.37515542870836915,-0.03693438461538109,0.78,226.31
8,34,0.3758933289527593,-0.03977824740378504,0.86,291.23
8,35,0.37452781850715344,-0.04154849658565059,0.87,349.08
8,36,0.3726430202955791,-0.042117591012020075,1.05,425.19
8,37,0.3726878743654391,-0.03193455562318314,1.07,608.77
8,38,0.3695678315585306,-0.03572083810762531,1.17,827.05
8,39,0.36554499090012904,-0.016039999927954435,1.36,1274.8
8,40,0.36111776583661664,0.3705588055119982,1.34,2643.37
8,41,0.37753260377422926,-0.037813072465323005,1.47,576.99
8,42,0.37561843343375934,-0.03529174408635935,1.42,726.53
8,43,0.37503681334155575,-0.041630616543560366,1.58,765.72
8,44,0.3740695195130776,-0.03816279346705823,1.64,1167.79
8,45,0.370752139074985,-0.03403529246248672,1.84,1499.91
8,46,0.3691325860473765,-0.03359955924438982,2.0,2078.84
8,47,0.3659142986209742,-0.023455223881105203,2.14,2794.17
8,48,0.366460173825145,0.376205483974755,2.27,6122.42
8,49,0.37821651054611216,-0.044173299324231925,2.34,1261.62
8,50,0.37510617978937355,-0.041061166237438405,2.32,1508.86
8,51,0.3769617885656249,-0.040254634524244624,2.49,1918.43
8,52,0.3737161500017379,-0.032804294509971,2.66,2450.66
8,53,0.37225796783480325,-0.03354344395692533,2.83,2936.77
8,54,0.3691552475432724,-0.042439324087142134,3.14,4210.74
8,55,0.3686433532635495,-0.020426661746399524,3.36,5797.57
8,56,0.369087832856616,0.3764781675670202,3.54,12080.75
8,57,0.3793778573875945,-0.034819302620863454,3.24,2120.6
8,58,0.3783003776300061,-0.040817309079139844,3.62,2860.77
8,59,0.3751622253536216,-0.041576630723491353,3.9,3199.81
8,60,0.37652467317228594,-0.035713332022166824,3.97,4477.48
8,61,0.3742640694083267,-0.03696301931763493,4.3,5782.63
8,62,0.37396913037368484,-0.03709847147542343,4.49,8335.37
8,63,0.3726137354872136,-0.016313824652084166,4.83,11631.87
8,64,0.3690048647064987,0.37729609360537963,5.18,22196.2
8,65,0.3802103064916785,-0.03866246602032722,4.86,3995.26
8,66,0.3772884672320378,-0.036900741169046396,5.18,4899.51
8,67,0.37502623467301005,-0.04187459227843473,5.56,5844.33
8,68,0.3793348891990004,-0.038775074838083796,5.79,8147.61
8,69,0.3745622568068672,-0.03296227041597253,6.08,10068.99
8,70,0.37312577679555625,-0.03177926079534713,6.56,13343.48
8,71,0.3726108667317022,-0.012797247743642761,7.04,19319.53
8,72,0.3695485115706893,0.37807859376946773,7.24,38307.3
8,73,0.378572854177236,-0.030862651467177565,7.11,6760.27
8,74,0.3769723352061663,-0.03499587490598223,7.44,7751.05
8,75,0.376102853165891,-0.03908940862057001,7.69,8938.07
8,76,0.3752643703804761,-0.038285291654618685,8.06,12983.27
8,77,0.3749773152797551,-0.04027163284038636,8.39,16554.96
8,78,0.37626374051436284,-0.03838154920352704,8.82,23597.95
8,79,0.3747449566735835,-0.01226073890425986,9.16,30909.43
8,80,0.3723332460832818,0.37959858858056905,9.85,62217.18
9,18,0.3518704430747993,0.36199099295285675,0.24,65.37
9,19,0.3864880557890586,-0.03832164220253724,0.19,24.04
9,20,0.38622849403482207,-0.02963185949959725,0.23,32.55
9,21,0.3836467921460633,-0.04481963646282923,0.17,42.02
9,22,0.3815385110367177,-0.05049610395689024,0.27,54.55
9,23,0.3790634813402836,-0.038664065528880756,0.37,67.38
9,24,0.37458301945176453,-0.041995836936500996,0.26,91.87
9,25,0.3707327275669139,-0.037469821912162145,0.43,132.62
9,26,0.36780984610706796,-0.024759226091600913,0.41,180.4
9,27,0.3648003122094425,0.37665209199935906,0.45,398.14
9,28,0.389165768938251,-0.03526340560145226,0.41,112.43
9,29,0.3873642153206696,-0.054569119624668205,0.46,138.33
9,30,0.38602657539530805,-0.04176104787305291,0.48,160.86
9,31,0.3852681873272081,-0.037827721999073825,0.48,214.8
9,32,0.3836596507671927,-0.03934771876030615,0.6,260.93
9,33,0.37896227992011966,-0.03802667601644158,0.67,348.36
9,34,0.3772841601491958,-0.03454386817145142,0.81,448.4
9,35,0.37351003327497445,-0.02415914526537937,0.82,673.51
9,36,0.37088410202247135,0.3798530820209972,0.88,1446.53
9,37,0.3876888840792803,-0.03811252740396505,0.93,369.37
9,38,0.3858552998296548,-0.04079257350192396,0.98,494.39
9,39,0.3881391530411485,-0.03984291249816447,1.04,549.48
9,40,0.3847145679475692,-0.03909508920649564,1.13,694.08
9,41,0.3822372686621911,-0.035966037766790124,1.2,860.98
9,42,0.37957969072913117,-0.03556671382423934,1.3,1125.01
9,43,0.3757156357864858,-0.04463461483581907,1.42,1540.86
9,44,0.37817258039024426,-0.02181956103476763,1.53,2163.64
9,45,0.375830025202837,0.38401864518132534,1.7,4373.41
9,46,0.39012233320324186,-0.028746295257483633,1.59,951.77
9,47,0.3891649984951801,-0.03237802922925874,1.72,1106.38
9,48,0.3882994385623305,-0.03322781814766289,1.91,1290.84
9,49,0.3852332592243115,-0.035590502668280434,1.93,1639.43
9,50,0.3835498252017353,-0.032759794603008395,2.17,1974.85
9,51,0.38328904299021005,-0.03893316737792465,2.16,2689.49
9,52,0.3826214086765925,-0.03302417753733722,2.31,3431.33
9,53,0.3807582972429724,-0.015486709897623095,2.6,4777.86
9,54,0.37606054206412737,0.3868708044703642,2.76,10231.24
9,55,0.3887874720937263,-0.04140147662443511,2.63,2032.8
9,56,0.38876931512110297,-0.03267435077692218,2.75,2301.34
9,57,0.3843792372510277,-0.03726991043789092,2.95,2744.7
9,58,0.3832394732812186,-0.03300562166418547,3.03,3207.28
9,59,0.38351914357955413,-0.03451027063559079,3.29,4287.47
9,60,0.3821590405762423,-0.037687180012457175,3.42,5880.8
9,61,0.38071239604817386,-0.03147151367080076,3.81,7367.11
9,62,0.38106121492069567,-0.014120505008373427,3.93,10335.28
9,63,0.38004579203037386,0.3877970110111205,4.11,20457.72
9,64,0.39082461841987987,-0.034634068543625364,3.86,3857.93
9,65,0.38938488514073977,-0.03274325957301017,4.18,4641.49
9,66,0.3860615668416562,-0.034155832187841045,4.46,5226.38
9,67,0.38570896249121556,-0.038580887671877374,4.52,6791.38
9,68,0.3860811083126674,-0.03439611309333834,4.94,8393.43
9,69,0.38649191129855254,-0.031078978996479663,5.15,10451.2
9,70,0.3853007683115818,-0.03090513848923423,5.39,15369.29
9,71,0.3803353483077128,-0.012023775131595289,5.76,19105.76
9,72,0.3807441014459269,0.38882526314904453,6.16,37870.05
9,73,0.39022895536572305,-0.03474854138808215,5.8,5895.53
9,74,0.3898395075958209,-0.03142721977636884,5.93,7795.22
9,75,0.3886658919633101,-0.03599129882811202,6.29,9707.9
9,76,0.3886845782821189,-0.0343843359486479,6.69,11110.03
9,77,0.3865608486128859,-0.031771498118203706,7.04,13795.11
9,78,0.38479625402164536,-0.03401712546639543,7.48,19044.56
9,79,0.3844035058727973,-0.030000521071129646,7.94,23864.95
9,80,0.38258682900454133,-0.01839270415437163,8.3,31736.91
9,81,0.38236712705120574,0.3908625894734276,8.56,66219.99
9,82,0.3896507200354396,-0.030228270245108848,8.01,10884.16
9,83,0.38906726564455674,-0.031865278402982755,8.6,12212.91
9,84,0.38902201467809294,-0.03493502886463493,8.93,14336.12
9,85,0.3871276501051294,-0.03358791493108617,9.72,19838.41
9,86,0.3874747570934511,-0.03551025043910732,9.68,28063.1
9,87,0.3863811087291606,-0.027686703593895193,10.28,32123.69
9,88,0.38596877661784296,-0.03501937988487483,10.74,40272.79
9,89,0.3832983297329975,-0.014439732066999911,11.28,53526.87
9,90,0.38432071777158294,0.39213478317719136,11.75,105952.74
10,20,0.36717525851589633,0.3753931725596514,0.29,97.44
10,21,0.39936820365900005,-0.049524377776889124,0.25,38.58
10,22,0.39420015365992833,-0.04825568723503432,0.32,46.24
10,23,0.3953666904554375,-0.03980513149657791,0.2,57.61
10,24,0.3939879024434393,-0.04065799508082974,0.38,74.8
10,25,0.3903420893205721,-0.046205816009543786,0.33,97.37
10,26,0.38665276317707914,-0.03979035863173715,0.33,114.25
10,27,0.3837827170725172,-0.049864417856451286,0.39,152.81
10,28,0.3829909939288983,-0.043328937290061605,0.4,193.81
10,29,0.3803038335934597,-0.017863143100464086,0.47,288.35
10,30,0.37250086286169315,0.38063860819547135,0.63,613.76
10,31,0.3963738098018401,-0.040880656506744856,0.52,175.02
10,32,0.39585078380215877,-0.04155905203004361,0.56,202.64
10,33,0.39518572209985614,-0.032493775158783086,0.56,235.42
10,34,0.3924985907676026,-0.03480218957393947,0.67,305.51
10,35,0.39049561995969034,-0.03690879945809952,0.73,353.73
10,36,0.38722566204076,-0.038871975762104286,0.73,474.95
10,37,0.38554400597106847,-0.04489223204865525,0.86,636.5
10,38,0.3823939188442379,-0.03173358994624832,0.91,772.82
10,39,0.383857156448606,-0.01854130478480366,0.97,1105.68
10,40,0.3753869129598671,0.386157444315828,1.03,2279.11
10,41,0.39831023285149436,-0.038663283151468886,1.09,611.64
10,42,0.39667719458983547,-0.03330691066073268,1.13,682.54
10,43,0.39719388787411253,-0.03905142315647074,1.19,869.45
10,44,0.39380555567758463,-0.03375425615544786,1.33,962.2
10,45,0.3939814481300351,-0.041230476576303604,1.35,1176.08
10,46,0.3907164816933753,-0.03557361191226049,1.55,1473.69
10,47,0.3885747904624619,-0.03426791987008917,1.56,1940.46
10,48,0.3856895815046753,-0.03645540765459034,1.65,2533.05
10,49,0.3856244444884405,-0.014999456480434006,1.95,3289.83
10,50,0.38293513434240545,0.39292094047286563,2.05,7106.55
10,51,0.3976278702934959,-0.03543651688816803,1.86,1388.04
10,52,0.39774793825307464,-0.038644215494681194,1.93,1678.44
10,53,0.39632781075947887,-0.03468261311732073,2.11,2023.59
10,54,0.3952228149479358,-0.032549441485498536,2.18,2549.36
10,55,0.3934613571211796,-0.03290077076768934,2.43,2839.11
10,56,0.38970903089962244,-0.031028587700001383,2.57,3855.22
10,57,0.39138772848519987,-0.02923749513700165,2.67,4428.82
10,58,0.3889484279546456,-0.03299014143138508,2.8,5926.59
10,59,0.3871459086187744,-0.020450756426100992,3.05,8188.07
10,60,0.38345774557734885,0.3931208109517057,3.24,16056.83
10,61,0.398820411545734,-0.03392596434127016,3.08,3072.49
10,62,0.3995678478311973,-0.03393082473385162,3.09,3431.57
10,63,0.39460437145643984,-0.036433097147321195,3.31,4153.72
10,64,0.39622620444268747,-0.03660432534414429,3.45,5207.58
10,65,0.3938798159839845,-0.03371824942846122,3.72,5829.89
10,66,0.3912985525817516,-0.03287739686688292,3.99,7226.39
10,67,0.3928890644328941,-0.03416508258202102,4.08,9834.48
10,68,0.3909562731668887,-0.033565295355271876,4.45,11620.77
10,69,0.388166882469425,-0.014529981027931753,4.67,16300.43
10,70,0.3876431258225825,0.39673381599028373,4.94,32149.47
10,71,0.3987363264415707,-0.035465041177194616,4.41,6037.76
10,72,0.399030413143055,-0.030581811983210215,4.73,6429.6
10,73,0.3985528217873846,-0.030501644723709986,4.99,7422.51
10,74,0.39747000002420196,-0.030146248655084182,5.18,8995.33
10,75,0.3960026674554282,-0.039618257795126816,5.56,11274.37
10,76,0.39309053152620527,-0.03733185085521339,5.91,14431.83
10,77,0.39392005405069624,-0.030511082002605706,6.15,18687.6
10,78,0.3903182033148606,-0.03457872193947852,6.44,22834.99
10,79,0.39156953890833845,-0.009602086441325996,6.84,31251.0
10,80,0.3864634576880585,0.3960538309295078,7.14,60303.49
10,81,0.3991050104096111,-0.02719907420094455,6.62,10032.35
10,82,0.3988378127913046,-0.0325476322213744,7.0,11199.03
10,83,0.3983839308925641,-0.03287371996725776,7.26,13715.42
10,84,0.39695666904606275,-0.02937184565616335,7.54,15974.88
10,85,0.39807307690079197,-0.02915202086107132,7.89,22508.32
10,86,0.3945642450009032,-0.029725819556087215,8.41,24861.41
10,87,0.3932412122386913,-0.026400128513082523,8.6,29409.52
10,88,0.394980241718651,-0.02912526437486857,9.0,37958.75
10,89,0.3934442088872817,-0.011018280743556772,9.53,56070.33
10,90,0.38964628663470136,0.3983801679915707,10.0,104679.16
10,91,0.3995487732459284,-0.03211089338617194,9.29,17235.25
10,92,0.3975045248695858,-0.02478550998250707,9.78,18177.5
10,93,0.39790387741084343,-0.03146028145465586,10.51,22053.46
10,94,0.397484015126927,-0.028284255997362374,10.47,25522.77
10,95,0.3966193278228483,-0.03419677929201206,10.92,32401.99
10,96,0.39550770752082864,-0.02891300726323225,11.47,41912.09
10,97,0.3949034141823632,-0.03339876082427099,11.66,52665.51
10,98,0.3944335238108988,-0.026235367781220095,12.69,68202.14
10,99,0.39189096096594467,-0.013545612377699795,13.05,86007.07
10,100,0.38932333137290015,0.3988288345161283,14.14,170857.35
