#n,m,mnU,localU,mnTime,localTime
7,42,0.33965485644984317,0.27617653131412945,3.19,249.79
7,43,0.3907571922270561,0.2773614005877106,2.55,205.95
7,44,0.38449502234165406,0.2768864149059789,2.63,230.9
7,45,0.3714709256517772,0.2766963155960297,3.13,272.56
7,46,0.37473240985970757,0.2791632029478739,4.16,401.02
7,47,0.3598520475304464,0.2763419583159818,4.43,458.07
7,48,0.3468275466804189,0.2761523005053762,4.36,467.62
7,49,0.34193329804707084,0.27412528270381914,4.5,477.12
7,50,0.38395874961173904,0.27413534037678716,3.24,355.14
7,51,0.3853345709221678,0.2738253053646681,3.25,392.9
7,52,0.3785034049524762,0.2745691613476772,4.03,488.2
7,53,0.36665551048323314,0.27599930605286316,4.23,527.18
7,54,0.3585168703546077,0.2749258617439994,4.35,577.22
7,55,0.3461531299707271,0.27357368161747997,4.97,629.79
7,56,0.33572039487350686,0.2725712402069938,5.49,718.52
7,57,0.3826646631719498,0.2740397602566732,4.02,587.82
7,58,0.3726327954309472,0.2729037076634747,4.63,635.62
7,59,0.37322433964563323,0.27410868123988236,4.55,717.53
7,60,0.36561792632063217,0.27441566510696036,5.8,901.62
7,61,0.3560477816747996,0.2730831607982894,6.08,956.65
7,62,0.34314869123640807,0.2726805770129447,6.04,980.77
7,63,0.3320426733615968,0.27179556596506915,7.77,1347.09
7,64,0.38029461638050577,0.27388999321306196,5.57,978.29
7,65,0.3788955952400343,0.2724184200063969,6.33,1296.11
7,66,0.3686378607749204,0.2730790499394894,6.77,1318.06
7,67,0.35691611367532167,0.27291487066756814,7.42,1422.41
7,68,0.35177625314269906,0.2723231506432422,7.94,1573.81
7,69,0.34513923443680916,0.2728943702571703,8.29,1702.55
7,70,0.33107792844972367,0.2698293873265586,9.27,1802.68
8,16,0.33206327748088227,0.28453521617071986,1.34,10.26
8,17,0.4184011033497018,0.29117110253985384,1.17,12.34
8,18,0.4187280198804136,0.2946383678708961,1.07,13.8
8,19,0.4042386332439729,0.29064763619777806,1.28,15.87
8,20,0.4033969055047836,0.2857856036116577,1.2,19.24
8,21,0.38391132431030917,0.2850251828001298,1.42,21.93
8,22,0.3756250431298046,0.28248259658587505,1.53,26.16
8,23,0.3521826704765178,0.2840142618997247,1.7,32.45
8,24,0.3384322691662783,0.28341922385245855,1.93,38.29
8,25,0.4070873027228879,0.2830906383729984,1.57,41.61
8,26,0.4009616446559267,0.28376016004825355,1.99,49.99
8,27,0.39709402170933794,0.28161509861046985,1.93,56.0
8,28,0.392409281217642,0.2812252742387102,1.86,58.52
8,29,0.38251030320949786,0.28094541920525024,2.03,66.5
8,30,0.36504038867188954,0.2801843989902587,2.26,76.8
8,31,0.35258442825433006,0.2798003405612347,2.4,89.68
8,32,0.3334204432834411,0.2794332560538033,2.64,103.57
8,33,0.399831067238452,0.28067980285919736,1.89,94.81
8,34,0.3935642528015611,0.27902055505551293,1.99,102.04
8,35,0.39393425271614546,0.279559330363198,2.19,119.33
8,36,0.3821287425889832,0.2781786299409141,2.58,150.98
8,37,0.37691339010757174,0.27975092467599705,2.55,160.77
8,38,0.360277542833738,0.2785139106668778,2.7,175.84
8,39,0.34807783701686995,0.27673239932966504,2.95,206.38
8,40,0.3381236821123094,0.2753092862991352,3.6,234.77
8,41,0.4039436522317832,0.2756189057370093,2.48,193.7
8,42,0.39621071802162516,0.27576514342843755,2.64,223.97
8,43,0.39012974640688086,0.27609027535456276,2.86,259.17
8,44,0.37331160379430983,0.2754980783529961,3.21,281.57
8,45,0.3716413340288271,0.2754964068496372,3.51,320.38
8,46,0.3582740888119029,0.2735844080834393,3.86,363.29
8,47,0.34922414868385593,0.27504962033495445,4.17,437.23
8,48,0.33429199872488674,0.27475747758796093,4.9,489.02
8,49,0.3918976413189616,0.27451285013693466,3.33,374.21
8,50,0.3832061526329398,0.2727211337134173,3.64,387.23
8,51,0.3806085054139535,0.27554835870660666,3.85,477.92
8,52,0.37227050244783505,0.2720699814051428,4.25,554.06
8,53,0.3653224939079563,0.27265901047814184,5.07,661.31
8,54,0.35203138013105595,0.27330091321449457,5.27,690.48
8,55,0.34722357268910686,0.2712771469740396,5.24,715.14
8,56,0.3344390632287286,0.2730966944522346,5.74,785.03
8,57,0.3848524428273853,0.272224943383026,3.79,581.09
8,58,0.38326964270124075,0.2716127471421197,3.99,615.79
8,59,0.3829021011067267,0.27174882750068574,4.04,663.91
8,60,0.36815216473690815,0.27144835984539567,4.91,740.63
8,61,0.36438087914501593,0.27277653639907756,5.24,912.57
8,62,0.35485917024097496,0.2714611962461,5.43,940.37
8,63,0.34166767129733444,0.2700698865376901,5.91,1030.25
8,64,0.33178671493199213,0.27023911233604503,6.62,1162.48
8,65,0.3841394688021684,0.2709722665601738,4.64,910.55
8,66,0.372892699357624,0.2705338494180943,5.51,1026.76
8,67,0.3785597150399709,0.2695312303172504,5.68,1161.8
8,68,0.363039707395502,0.2695876085990794,6.37,1247.45
8,69,0.35397105272496676,0.26975512036131344,6.81,1366.66
8,70,0.3515256025403012,0.27072140030071645,7.41,1553.33
8,71,0.3350780227419058,0.26914800035071595,10.46,3365.91
8,72,0.32404003436581746,0.2694364317059686,8.86,1920.27
8,73,0.3816923999216167,0.26932072062848034,6.7,1567.24
8,74,0.37624387254706165,0.26844724423554145,7.1,1725.48
8,75,0.3757365028427171,0.26872410228943416,7.21,1773.73
8,76,0.37375763382739785,0.2685109477873607,7.6,1966.5
8,77,0.34996091426393094,0.2668640195333196,8.66,2169.86
8,78,0.3472033836678973,0.268150931858931,10.95,2806.81
8,79,0.3407629442504104,0.27000236966871743,11.36,3292.41
8,80,0.33233336522558327,0.26825917847963515,11.13,3132.02
9,18,0.3331486802272407,0.2811649952151776,1.47,14.41
9,19,0.4214424191673674,0.2860548064851161,1.2,16.79
9,20,0.41816688057114626,0.2851686639907813,1.26,21.44
9,21,0.4084807732548543,0.2890239057244814,1.34,23.26
9,22,0.4048290160842397,0.281858030950922,1.5,28.77
9,23,0.3913673680900152,0.28342151322277287,1.71,33.66
9,24,0.38311150256112975,0.28049682283559496,1.77,37.59
9,25,0.37322578830715203,0.2797649610298269,1.93,42.6
9,26,0.3487924827793506,0.27947496463201094,1.94,48.21
9,27,0.3332647171226503,0.280035502786131,2.27,55.11
9,28,0.41076623527526857,0.2831047378665373,1.83,64.19
9,29,0.40922513377758785,0.2797301893239098,2.45,93.83
9,30,0.3985413794656536,0.2810300982200733,2.55,97.67
9,31,0.3905430591776854,0.2760916766203823,2.46,91.38
9,32,0.38295379529939283,0.27688488194716754,2.38,100.3
9,33,0.3766885577404599,0.27653723073830616,2.45,111.59
9,34,0.3673222543748833,0.2769344142849059,3.25,147.06
9,35,0.3502184842669294,0.2767121451484213,4.27,207.21
9,36,0.3310160242767999,0.27592491498024824,6.1,304.07
9,37,0.4067907474381213,0.27874757146661705,6.07,379.98
9,38,0.3982091893896103,0.27715432872729945,6.95,465.75
9,39,0.39952732444467726,0.2752147446086601,5.95,402.73
9,40,0.38660832175638477,0.2749550714606936,4.68,319.02
9,41,0.37862647548455525,0.2749037672265111,3.27,242.31
9,42,0.36943627171516064,0.2742284497028312,3.01,236.31
9,43,0.36131234716614524,0.2742587622925556,3.15,268.25
9,44,0.3396427842186152,0.2751394501625857,3.54,307.69
9,45,0.3258077053619565,0.2728905383805339,4.13,360.74
9,46,0.3998043295135457,0.2738215246937412,3.1,317.81
9,47,0.39163585175950855,0.274137760623194,3.66,386.33
9,48,0.3901569699852979,0.2748972663655904,4.83,545.95
9,49,0.3847529556378628,0.27084331606031886,3.75,422.53
9,50,0.3682214102305769,0.27070651899079495,3.79,426.64
9,51,0.36108284405422514,0.27257379399094384,3.93,462.34
9,52,0.35778979918305004,0.2721711914323332,4.34,541.12
9,53,0.3451573506837224,0.27304713320965335,4.77,592.59
9,54,0.33038145857363077,0.27204630971270255,5.23,652.08
9,55,0.4003103116071165,0.2720896650470566,3.75,549.76
9,56,0.3941140832599018,0.271846369490199,3.94,583.99
9,57,0.3889955596139696,0.27043419098676635,3.81,626.04
9,58,0.3770532609286723,0.27102438401957535,4.33,671.93
9,59,0.3669333365166144,0.26973785093005226,4.78,760.41
9,60,0.3631360201250137,0.2711541909404057,4.97,843.67
9,61,0.34568562332507946,0.2709284935471098,5.43,906.31
9,62,0.3432640343350858,0.2707972030422788,5.75,1002.08
9,63,0.3307253249545717,0.2704704604661321,6.58,1103.16
9,64,0.39296211585284324,0.27000733150229617,4.8,902.47
9,65,0.3855629316567266,0.2699821953440291,4.91,965.86
9,66,0.3776322985255064,0.2696327431920936,5.17,1037.91
9,67,0.3750936251786245,0.26829922004804785,5.5,1112.75
9,68,0.365049146430127,0.2684176467254119,6.08,1238.95
9,69,0.3577697681993079,0.2704884313931391,6.33,1338.56
9,70,0.34659524983726286,0.26908750885484395,6.94,1509.37
9,71,0.33229032187608076,0.26879613187143625,7.43,1554.89
9,72,0.3267857323187253,0.26804259452475443,8.19,1762.77
9,73,0.38407534369859986,0.26828149584597794,5.6,1393.85
9,74,0.3822786006740912,0.2684836882545019,6.26,1530.11
9,75,0.3865371606762855,0.2676408030260642,6.46,1650.1
9,76,0.37157318921251387,0.267900933769298,6.91,1752.79
9,77,0.3647623217981824,0.26755577427558924,7.27,1911.28
9,78,0.35560496115763607,0.2681268090052528,8.03,2121.1
9,79,0.34277709548530816,0.2693057375406786,8.38,2293.51
9,80,0.340392555404771,0.26690135062470605,8.82,2535.63
9,81,0.32202724210284694,0.2676203113803052,10.2,2763.92
9,82,0.38214514024140894,0.2645587729564351,7.5,2183.87
9,83,0.3804179133191795,0.26640912044230747,8.01,2339.73
9,84,0.37681893251489074,0.26745902099218183,7.79,2499.05
9,85,0.3735065666016357,0.2681229589937354,8.17,2688.19
9,86,0.3632438918051153,0.2674193198302477,8.95,2933.5
9,87,0.352209413464688,0.2658569891201261,10.42,3286.89
9,88,0.34724051027452146,0.2660040473436132,10.49,3601.62
9,89,0.33247999403827855,0.2654507232801345,11.38,3820.94
9,90,0.32200497997418553,0.26666790781485167,15.42,5019.61
10,20,0.3358324987189472,0.27731412363373875,1.63,19.0
10,21,0.42774066729101134,0.2881298070377009,1.37,23.02
10,22,0.4170275242608818,0.28676915923567914,1.58,28.32
10,23,0.412847555697342,0.2822963599439122,1.65,32.51
10,24,0.4033495566555885,0.28146687181561647,1.72,36.81
10,25,0.40214564223914306,0.27712711449308897,1.57,40.49
10,26,0.3951713297836795,0.2793698331127787,1.95,46.82
10,27,0.3852212907117393,0.2763563108833632,1.97,53.77
10,28,0.37027396808653423,0.27519433536966215,2.05,59.69
10,29,0.353913064844992,0.2764088203798068,2.2,69.55
10,30,0.3341056625581656,0.27357959084182437,2.41,78.95
10,31,0.41030646715978975,0.27830462023010233,1.88,77.65
10,32,0.4107091287627943,0.27902177440611725,2.04,89.26
10,33,0.4059430567644011,0.2764535859071772,2.19,98.7
10,34,0.39981572470072074,0.2754423355699019,2.26,123.07
10,35,0.39338128679879253,0.2746607608648014,3.58,237.7
10,36,0.3817520824060108,0.27533661759517153,4.26,276.49
10,37,0.3734258193927371,0.27450498931407696,3.8,264.92
10,38,0.3642897383909055,0.27476064098582,3.56,249.6
10,39,0.34919319853558106,0.2746120366267129,3.66,273.1
10,40,0.33561352784976994,0.2745751116487847,5.89,448.76
10,41,0.40576374083363814,0.2744466850852162,4.03,354.4
10,42,0.3993499182525776,0.27380956614476576,3.12,286.09
10,43,0.40427157086977306,0.27338982269886786,3.38,319.86
10,44,0.39393434093472984,0.2738128760694024,4.05,454.52
10,45,0.38509544152786573,0.27176103626950504,4.25,422.09
10,46,0.3808938836577383,0.27132763306457597,3.67,376.93
10,47,0.3716225722912111,0.2719983722548869,3.97,404.89
10,48,0.35497814790026977,0.27225049615017843,3.81,412.07
10,49,0.339925953705811,0.27255334313186824,4.24,460.15
10,50,0.3208126889469666,0.2707039790874937,5.61,651.53
10,51,0.40116894638591494,0.27118049123308113,3.63,469.15
10,52,0.4038107959131954,0.27140356166386936,3.31,468.65
10,53,0.39529602012824433,0.2715072631781517,3.75,504.96
10,54,0.3870604802054563,0.2704282749280536,3.81,552.7
10,55,0.37870169475159643,0.26871153641255174,4.04,599.39
10,56,0.36829658648022945,0.267975671001783,4.44,658.04
10,57,0.36341009256820245,0.27088519974730857,4.91,746.19
10,58,0.35746734396013335,0.26848774749861376,5.8,936.17
10,59,0.3406480782626638,0.26971997698820754,6.35,976.39
10,60,0.31727686282955275,0.2691883200451135,6.97,1068.09
10,61,0.39913698042479956,0.2700076432189626,6.84,1434.89
10,62,0.392346198639206,0.2690990376601627,4.85,955.84
10,63,0.39111630813319054,0.2684136701774567,6.18,1237.29
10,64,0.3853316702118101,0.26890298765228626,5.54,1121.26
10,65,0.38310691114893486,0.2681232229888032,5.77,1206.5
10,66,0.3701331392437762,0.2693132606649556,5.73,1167.71
10,67,0.3593472419429608,0.2692077291294183,6.68,1421.29
10,68,0.35106030084592565,0.2684926233033778,9.41,2122.04
10,69,0.33511711069837846,0.2662984865723555,8.29,1752.75
10,70,0.3209275983336726,0.26801635254325573,9.54,2054.8
10,71,0.3907044481613386,0.2666005403568599,5.81,1563.3
10,72,0.38787295772289354,0.26950690603173005,6.08,1547.75
10,73,0.3804531917517899,0.26847428257955175,6.42,1566.94
10,74,0.383329487207948,0.267058865306394,3.19,866.65
10,75,0.37752183203248113,0.26653740190962966,2.52,633.18
10,76,0.37043515129931565,0.2673257450238862,2.92,750.08
10,77,0.35431648968611656,0.2666024822565752,2.99,763.54
10,78,0.35185888864446097,0.2674526246348443,3.34,833.66
10,79,0.3379700219127633,0.2663154068210295,3.33,897.04
10,80,0.3252007634600948,0.2653547428491014,3.61,967.1
10,81,0.391043767987078,0.26719696387049796,2.68,785.2
10,82,0.3843032662171611,0.26670730886116956,2.94,830.97
10,83,0.3803791491889392,0.266438350334018,2.76,881.74
10,84,0.38304157547075357,0.26742193042171897,2.81,931.23
10,85,0.3705217704168713,0.2662419013602515,3.29,1005.81
10,86,0.3624841133659939,0.2648979693258202,3.45,1097.28
10,87,0.350509595650251,0.264986235039796,3.69,1187.65
10,88,0.34410203895889574,0.26613010856955266,4.1,1276.87
10,89,0.3368812505815346,0.2654905112763076,4.26,1415.88
10,90,0.32331412643113494,0.2647313129875444,4.82,1480.94
10,91,0.39236819742000184,0.26509492595371714,3.33,1208.63
10,92,0.38455890255598446,0.26478675165337706,3.36,1247.93
10,93,0.375720587754298,0.2653912124397897,3.81,1312.68
10,94,0.3809543518611677,0.2651784705014997,3.6,1398.22
10,95,0.3664458570452889,0.2654503864032353,4.13,1496.54
10,96,0.36400494317482157,0.264998965351525,4.2,1621.77
10,97,0.34775241510946986,0.26571472746289726,4.45,1776.64
10,98,0.33842219274330354,0.2654420871745788,4.9,1858.35
10,99,0.33185738942573706,0.26474008825371126,5.42,2276.84
10,100,0.32310078231562395,0.2643864841258464,7.73,2969.38
